ID,Pred
2014_1112_1124,2.4770282091806506e-05
2014_1112_1140,1.581527536603876e-05
2014_1112_1142,1.7268958909752846e-10
2014_1112_1153,0.014725216911241143
2014_1112_1157,1.4268145686841218e-07
2014_1112_1160,9.750411646313841e-06
2014_1112_1163,0.0016824365343654432
2014_1112_1166,0.00951747546006802
2014_1112_1173,5.0604249287113696e-05
2014_1112_1174,6.358409071414543e-05
2014_1112_1181,0.007521970895753477
2014_1112_1184,2.05634654710517e-05
2014_1112_1196,0.6763821075327522
2014_1112_1203,0.00015825623101956978
2014_1112_1211,0.014508238604530994
2014_1112_1217,0.011458697889254152
2014_1112_1234,6.722710349064902e-05
2014_1112_1235,0.0009958203499053225
2014_1112_1242,0.00043485820566327313
2014_1112_1243,2.3026273655276675e-06
2014_1112_1246,0.0005440234737063891
2014_1112_1257,0.8443093969495459
2014_1112_1264,0.00038658430896392593
2014_1112_1269,5.569960738203255e-05
2014_1112_1272,2.8387889036302924e-05
2014_1112_1273,0.000321678557275592
2014_1112_1276,0.0013438046615391135
2014_1112_1277,0.0037965343300609363
2014_1112_1291,3.245788329863645e-09
2014_1112_1295,0.0001420134834880112
2014_1112_1300,0.02863092919946249
2014_1112_1301,1.1757324575261258e-06
2014_1112_1304,5.322784977666462e-07
2014_1112_1307,0.003981618392341328
2014_1112_1308,0.001082494143362775
2014_1112_1314,8.775832816607779e-05
2014_1112_1326,0.0016231434061407884
2014_1112_1328,3.612554451340543e-05
2014_1112_1329,8.23772983612987e-05
2014_1112_1332,8.907042088512893e-05
2014_1112_1338,0.002407631602415925
2014_1112_1344,1.4659843220078366e-05
2014_1112_1361,0.02385390540887579
2014_1112_1372,0.21437896743871693
2014_1112_1386,5.315706073680256e-05
2014_1112_1387,0.0008365908665990339
2014_1112_1390,5.954335981866304e-06
2014_1112_1393,0.011461586739212827
2014_1112_1397,4.0523187153991785e-05
2014_1112_1400,1.7841271841889454e-05
2014_1112_1409,7.396087683551334e-06
2014_1112_1411,1.5457689466991066e-07
2014_1112_1417,0.003278770087789261
2014_1112_1418,1.2273706530917318e-06
2014_1112_1433,0.0019525166944561417
2014_1112_1437,0.040610693597056144
2014_1112_1438,0.04131567281184024
2014_1112_1444,1.2393228747277567e-05
2014_1112_1451,3.9903193614671254e-07
2014_1112_1454,1.7093278858350412e-07
2014_1112_1455,0.9371234365054842
2014_1112_1458,0.003052499897795151
2014_1112_1459,2.126318750273588e-07
2014_1112_1462,5.185851249834886e-06
2014_1113_1124,0.7590686123889187
2014_1113_1140,0.6679444325899592
2014_1113_1142,2.1963551107231783e-05
2014_1113_1153,0.9994741991149891
2014_1113_1157,0.01782390659524188
2014_1113_1160,0.5536007009688372
2014_1113_1163,0.9953563160246716
2014_1113_1166,0.9991824319714768
2014_1113_1173,0.8655295136232352
2014_1113_1174,0.8899604771511319
2014_1113_1181,0.9989636820738153
2014_1113_1184,0.7234114489046239
2014_1113_1196,0.9999962382247963
2014_1113_1203,0.9526772162771111
2014_1113_1211,0.9994662222233468
2014_1113_1217,0.9993221725822111
2014_1113_1234,0.8952994897426375
2014_1113_1235,0.9921742080142172
2014_1113_1242,0.9822483470787792
2014_1113_1243,0.22652530069722177
2014_1113_1246,0.9857612511023053
2014_1113_1257,0.9999985501795984
2014_1113_1264,0.9800748699053093
2014_1113_1269,0.8763097723834755
2014_1113_1272,0.7831131789155896
2014_1113_1273,0.9761489066243986
2014_1113_1276,0.9941909685286499
2014_1113_1277,0.9979411736555873
2014_1113_1291,0.0004126547862185721
2014_1113_1295,0.9475477751613223
2014_1113_1300,0.9997333220829419
2014_1113_1301,0.13008618764921168
2014_1113_1304,0.06340683550772819
2014_1113_1307,0.9980370535888345
2014_1113_1308,0.9927969148927076
2014_1113_1314,0.9177819599643446
2014_1113_1326,0.995187215013511
2014_1113_1328,0.8212657850316576
2014_1113_1329,0.9128787983577136
2014_1113_1332,0.9188949778241113
2014_1113_1338,0.99675283303461
2014_1113_1344,0.6509090051478824
2014_1113_1361,0.9996783602780807
2014_1113_1372,0.9999711880619411
2014_1113_1386,0.871155548765057
2014_1113_1387,0.9906971000038667
2014_1113_1390,0.4309530530417798
2014_1113_1393,0.9993223452892952
2014_1113_1397,0.8375111824697228
2014_1113_1400,0.6941180561407383
2014_1113_1409,0.4847220425170544
2014_1113_1411,0.019281244768734933
2014_1113_1417,0.9976155949534132
2014_1113_1418,0.13502811391812772
2014_1113_1433,0.9959971565526979
2014_1113_1437,0.9998142931745763
2014_1113_1438,0.9998175954648946
2014_1113_1444,0.6118447589280719
2014_1113_1451,0.04830071008741939
2014_1113_1454,0.02127799710215242
2014_1113_1455,0.9999994724716216
2014_1113_1458,0.9974387208584288
2014_1113_1459,0.026332085797131307
2014_1113_1462,0.39743833098434395
2014_1124_1140,0.3896752856753211
2014_1124_1142,6.971422567442144e-06
2014_1124_1153,0.9983453041911503
2014_1124_1157,0.005727056896629582
2014_1124_1160,0.2824481589792276
2014_1124_1163,0.9855144582598845
2014_1124_1166,0.9974287243123049
2014_1124_1173,0.6713763601436006
2014_1124_1174,0.7196563133806527
2014_1124_1181,0.9967422792538297
2014_1124_1184,0.453600662649267
2014_1124_1196,0.9999881483999231
2014_1124_1203,0.8646784934894103
2014_1124_1211,0.9983202296902641
2014_1124_1217,0.9978675729626558
2014_1124_1234,0.7307585010952633
2014_1124_1235,0.9757524600394065
2014_1124_1242,0.9461289447882734
2014_1124_1243,0.08505107233677806
2014_1124_1246,0.9564728341337829
2014_1124_1257,0.9999954322690526
2014_1124_1264,0.9398041003287626
2014_1124_1269,0.692186079211419
2014_1124_1272,0.5340277133943253
2014_1124_1273,0.9285220475864757
2014_1124_1276,0.9819241176900522
2014_1124_1277,0.9935421384670143
2014_1124_1291,0.00013101516627515684
2014_1124_1295,0.8514974789456786
2014_1124_1300,0.9991602969763058
2014_1124_1301,0.04531354688980913
2014_1124_1304,0.021036047062266368
2014_1124_1307,0.9938416180701307
2014_1124_1308,0.9776524316541412
2014_1124_1314,0.779886504756592
2014_1124_1326,0.9849923670670997
2014_1124_1328,0.5932378792246074
2014_1124_1329,0.7688311267822935
2014_1124_1332,0.7824237229419954
2014_1124_1338,0.9898405535323256
2014_1124_1344,0.37179059847058665
2014_1124_1361,0.9989873554256797
2014_1124_1372,0.9999092319039619
2014_1124_1386,0.6821423400768638
2014_1124_1387,0.9712655359298309
2014_1124_1390,0.19379396443885036
2014_1124_1393,0.9978681155038859
2014_1124_1397,0.6206352554968593
2014_1124_1400,0.41869394762259143
2014_1124_1409,0.22992922868578405
2014_1124_1411,0.006201564055680221
2014_1124_1417,0.9925261150611839
2014_1124_1418,0.047209765646929684
2014_1124_1433,0.9874964392968097
2014_1124_1437,0.999415153201346
2014_1124_1438,0.9994255490314712
2014_1124_1444,0.3334756601278658
2014_1124_1451,0.015853525272912738
2014_1124_1454,0.006853259126921554
2014_1124_1455,0.9999983379924324
2014_1124_1458,0.99197474269438
2014_1124_1459,0.008510884398151628
2014_1124_1462,0.17311203377410195
2014_1140_1142,1.0918872060901775e-05
2014_1140_1153,0.9989428905285495
2014_1140_1157,0.008940946443465
2014_1140_1160,0.3813852104054662
2014_1140_1163,0.9907026966080618
2014_1140_1166,0.9983567847286927
2014_1140_1173,0.7618944649609599
2014_1140_1174,0.8008211974818701
2014_1140_1181,0.9979175836513189
2014_1140_1184,0.565261667475516
2014_1140_1196,0.9999924330517258
2014_1140_1203,0.9091567143382484
2014_1140_1211,0.9989268618428035
2014_1140_1217,0.9986374544262251
2014_1140_1234,0.8095596774558791
2014_1140_1235,0.9843817100549553
2014_1140_1242,0.9649216528399299
2014_1140_1243,0.127089773656277
2014_1140_1246,0.9717648023790892
2014_1140_1257,0.9999970836264668
2014_1140_1264,0.9607115841555328
2014_1140_1269,0.7788602350510553
2014_1140_1272,0.6422168384976236
2014_1140_1273,0.9531527292465864
2014_1140_1276,0.9883831382235232
2014_1140_1277,0.9958671867929141
2014_1140_1291,0.00020518586464714623
2014_1140_1295,0.8998060942419561
2014_1140_1300,0.9994637102520698
2014_1140_1301,0.06919639037606845
2014_1140_1304,0.03255964898305784
2014_1140_1307,0.9960592712833019
2014_1140_1308,0.9856154849906661
2014_1140_1314,0.8473133012787643
2014_1140_1326,0.9903657730440024
2014_1140_1328,0.6955178556572029
2014_1140_1329,0.8389451267707578
2014_1140_1332,0.8492235608114138
2014_1140_1338,0.9934895646658942
2014_1140_1344,0.48104273021098914
2014_1140_1361,0.9993532179173532
2014_1140_1372,0.9999420452023625
2014_1140_1386,0.770707773786463
2014_1140_1387,0.9814612605282907
2014_1140_1390,0.27351398825684375
2014_1140_1393,0.998637801358305
2014_1140_1397,0.719286010736884
2014_1140_1400,0.5300986021305913
2014_1140_1409,0.3186389838263379
2014_1140_1411,0.009679143622881024
2014_1140_1417,0.9952152044707955
2014_1140_1418,0.07201663457683093
2014_1140_1433,0.9919805745852678
2014_1140_1437,0.9996265126734795
2014_1140_1438,0.999633152903602
2014_1140_1444,0.4393428575260752
2014_1140_1451,0.02460949575204185
2014_1140_1454,0.010692350390933025
2014_1140_1455,0.9999989388539197
2014_1140_1458,0.9948611876916897
2014_1140_1459,0.013266148425831823
2014_1140_1462,0.24693006904580356
2014_1142_1153,0.9999999884452161
2014_1142_1157,0.9987911476641491
2014_1142_1160,0.9999822894809652
2014_1142_1163,0.99999989753014
2014_1142_1166,0.9999999820282152
2014_1142_1173,0.9999965876331018
2014_1142_1174,0.9999972842555104
2014_1142_1181,0.9999999772146656
2014_1142_1184,0.9999916023594253
2014_1142_1196,0.9999999999173759
2014_1142_1203,0.9999989089713905
2014_1142_1211,0.9999999882698255
2014_1142_1217,0.9999999851020775
2014_1142_1234,0.9999974314297162
2014_1142_1235,0.9999998267583148
2014_1142_1242,0.9999996030558306
2014_1142_1243,0.9999250090361723
2014_1142_1246,0.9999996827423822
2014_1142_1257,0.9999999999681561
2014_1142_1264,0.9999995534667263
2014_1142_1269,0.999996899808683
2014_1142_1272,0.9999939169960722
2014_1142_1273,0.999999463333983
2014_1142_1276,0.9999998716647478
2014_1142_1277,0.9999999546865777
2014_1142_1291,0.9494834845805586
2014_1142_1295,0.9999987841657368
2014_1142_1300,0.9999999941411146
2014_1142_1301,0.999853143435368
2014_1142_1304,0.9996756707366677
2014_1142_1307,0.9999999568009826
2014_1142_1308,0.9999998406433593
2014_1142_1314,0.9999980323907468
2014_1142_1326,0.9999998937806269
2014_1142_1328,0.9999952199328307
2014_1142_1329,0.9999979038520439
2014_1142_1332,0.9999980613780058
2014_1142_1338,0.999999928446774
2014_1142_1344,0.9999882205406366
2014_1142_1361,0.9999999929332213
2014_1142_1372,0.9999999993671553
2014_1142_1386,0.999996751516163
2014_1142_1387,0.9999997937521267
2014_1142_1390,0.9999709986877925
2014_1142_1393,0.9999999851058761
2014_1142_1397,0.9999957386900786
2014_1142_1400,0.9999903210464842
2014_1142_1409,0.9999766519420171
2014_1142_1411,0.9988840708852031
2014_1142_1417,0.9999999475036766
2014_1142_1418,0.9998593211536271
2014_1142_1433,0.9999999117280793
2014_1142_1437,0.9999999959203714
2014_1142_1438,0.9999999959929298
2014_1142_1444,0.9999860661777177
2014_1142_1451,0.9995674160236819
2014_1142_1454,0.9989907420522265
2014_1142_1455,0.9999999999884133
2014_1142_1458,0.9999999435995236
2014_1142_1459,0.9991885063327268
2014_1142_1462,0.9999667011375669
2014_1153_1157,9.546828201043502e-06
2014_1153_1160,0.0006519879889258825
2014_1153_1163,0.10133583688351007
2014_1153_1166,0.39133513275303666
2014_1153_1173,0.0033747105085823177
2014_1153_1174,0.004236701355870552
2014_1153_1181,0.33648059962437393
2014_1153_1184,0.001374053804712029
2014_1153_1196,0.9929001311520715
2014_1153_1203,0.01047972550021115
2014_1153_1211,0.49623381791354454
2014_1153_1217,0.4368091328484287
2014_1153_1234,0.004478369818335795
2014_1153_1235,0.06252707081150576
2014_1153_1242,0.028285945974793468
2014_1153_1243,0.00015404705894347606
2014_1153_1246,0.03514095023139539
2014_1153_1257,0.9972516635927666
2014_1153_1264,0.025223924867866974
2014_1153_1269,0.003713268278757203
2014_1153_1272,0.0018959065239220823
2014_1153_1273,0.021076868465073482
2014_1153_1276,0.08259903818195177
2014_1153_1277,0.20318529721003584
2014_1153_1291,2.1717796427103724e-07
2014_1153_1295,0.009414105403844422
2014_1153_1300,0.6635467652967397
2014_1153_1301,7.866300092853037e-05
2014_1153_1304,3.561388425419727e-05
2014_1153_1307,0.21103162079055088
2014_1153_1308,0.06760684426849517
2014_1153_1314,0.005838202876678376
2014_1153_1326,0.09810966158897838
2014_1153_1328,0.0024114441393737443
2014_1153_1329,0.005482158119297002
2014_1153_1332,0.005924981590978393
2014_1153_1338,0.13903332670013926
2014_1153_1344,0.0009799536881628876
2014_1153_1361,0.6205055969620094
2014_1153_1372,0.9480748344901293
2014_1153_1386,0.0035443587386541305
2014_1153_1387,0.05305160951962903
2014_1153_1390,0.0003982525687425298
2014_1153_1393,0.43687186571055125
2014_1153_1397,0.002704212622842294
2014_1153_1400,0.0011923700712438234
2014_1153_1409,0.0004946363727626903
2014_1153_1411,1.0342744829267999e-05
2014_1153_1417,0.1803994309634582
2014_1153_1418,8.211760220448704e-05
2014_1153_1433,0.11574841562672793
2014_1153_1437,0.7390609548596163
2014_1153_1438,0.742506882568459
2014_1153_1444,0.0008285629605221004
2014_1153_1451,2.6698809084011222e-05
2014_1153_1454,1.1437105870246686e-05
2014_1153_1455,0.9989982460410594
2014_1153_1458,0.1700351554624102
2014_1153_1459,1.4227150931472684e-05
2014_1153_1462,0.00034687044216396667
2014_1157_1160,0.9855778058833985
2014_1157_1163,0.9999153433924096
2014_1157_1166,0.999985151375985
2014_1157_1173,0.9971885140937318
2014_1157_1174,0.9977611853895217
2014_1157_1181,0.9999811744061777
2014_1157_1184,0.9931093618163768
2014_1157_1196,0.9999999317334443
2014_1157_1203,0.9990993693171204
2014_1157_1211,0.9999903082610696
2014_1157_1217,0.9999876910272115
2014_1157_1234,0.9978822567276853
2014_1157_1235,0.9998568828246125
2014_1157_1242,0.9996721398531033
2014_1157_1243,0.9416510632260612
2014_1157_1246,0.9997379405581606
2014_1157_1257,0.999999973689544
2014_1157_1264,0.9996311963062458
2014_1157_1269,0.9974450625764525
2014_1157_1272,0.9949991378414859
2014_1157_1273,0.9995567862334064
2014_1157_1276,0.9998939766757535
2014_1157_1277,0.9999625620495665
2014_1157_1291,0.022242507266215336
2014_1157_1295,0.9989964470531304
2014_1157_1300,0.9999951592312851
2014_1157_1301,0.8917780471673955
2014_1157_1304,0.7886075837020509
2014_1157_1307,0.9999643089087811
2014_1157_1308,0.9998683519294513
2014_1157_1314,0.9983769358277254
2014_1157_1326,0.999912245962351
2014_1157_1328,0.9960660787080176
2014_1157_1329,0.9982710884381105
2014_1157_1332,0.9984008089790607
2014_1157_1338,0.9999408840033523
2014_1157_1344,0.9903611436570761
2014_1157_1361,0.9999941612430129
2014_1157_1372,0.9999994771244826
2014_1157_1386,0.9973231781155408
2014_1157_1387,0.9998296206298044
2014_1157_1390,0.9765982873076837
2014_1157_1393,0.9999876941655651
2014_1157_1397,0.9964915118305059
2014_1157_1400,0.9920663186426453
2014_1157_1409,0.9810737744836255
2014_1157_1411,0.5200085817034175
2014_1157_1417,0.9999566277936753
2014_1157_1418,0.8958570113995517
2014_1157_1433,0.9999270723226343
2014_1157_1437,0.9999966292960497
2014_1157_1438,0.9999966892455797
2014_1157_1444,0.9886183189032776
2014_1157_1451,0.7366108457494731
2014_1157_1454,0.5450415324070355
2014_1157_1455,0.9999999904267457
2014_1157_1458,0.9999534023515609
2014_1157_1459,0.5984348457435547
2014_1157_1462,0.973223255306011
2014_1160_1163,0.9942475645599547
2014_1160_1166,0.9989862945578066
2014_1160_1173,0.8384536057998896
2014_1160_1174,0.8670481640206826
2014_1160_1181,0.9987151332823648
2014_1160_1184,0.678353902221385
2014_1160_1196,0.9999953348502955
2014_1160_1203,0.9419722474764063
2014_1160_1211,0.9993381219791377
2014_1160_1217,0.9991595312279483
2014_1160_1234,0.873340645141858
2014_1160_1235,0.9903130732276769
2014_1160_1242,0.978078792579401
2014_1160_1243,0.19104007259681355
2014_1160_1246,0.9824020337997955
2014_1160_1257,0.9999982020103255
2014_1160_1264,0.975407585040646
2014_1160_1269,0.8510308980297633
2014_1160_1272,0.7443442319388182
2014_1160_1273,0.9705895960251398
2014_1160_1276,0.9928059833378747
2014_1160_1277,0.9974480146122459
2014_1160_1291,0.00033277328504900433
2014_1160_1295,0.935760708643267
2014_1160_1300,0.9996693013820522
2014_1160_1301,0.10760643687534327
2014_1160_1304,0.05176406423228099
2014_1160_1307,0.9975668050583677
2014_1160_1308,0.9910825416233983
2014_1160_1314,0.9000117598651816
2014_1160_1326,0.994038329891851
2014_1160_1328,0.7874658070953882
2014_1160_1329,0.8941710518242437
2014_1160_1332,0.9013394797339255
2014_1160_1338,0.9959761736691073
2014_1160_1344,0.6005620141711218
2014_1160_1361,0.9996011502981382
2014_1160_1372,0.9999642692110859
2014_1160_1386,0.8450096016535121
2014_1160_1387,0.988488754101949
2014_1160_1390,0.37914151830099113
2014_1160_1393,0.9991597453404036
2014_1160_1397,0.8060578472867653
2014_1160_1400,0.6466195769083528
2014_1160_1409,0.4313462205338244
2014_1160_1411,0.015605816226308493
2014_1160_1417,0.997044679672692
2014_1160_1418,0.11180412420747955
2014_1160_1433,0.9950406533157558
2014_1160_1437,0.9997697065234784
2014_1160_1438,0.9997738014866275
2014_1160_1444,0.5596750497660604
2014_1160_1451,0.039315292406574366
2014_1160_1454,0.017228630299283707
2014_1160_1455,0.9999993457873911
2014_1160_1458,0.9968255900970463
2014_1160_1459,0.0213418605323323
2014_1160_1462,0.34719767270450536
2014_1163_1166,0.8507843036884684
2014_1163_1173,0.029153424610780476
2014_1163_1174,0.036359760820717166
2014_1163_1181,0.8180887142950085
2014_1163_1184,0.012055021956725809
2014_1163_1196,0.9991943241198366
2014_1163_1203,0.08585663733942896
2014_1163_1211,0.897283973952046
2014_1163_1217,0.8730663447827958
2014_1163_1234,0.03836318783023277
2014_1163_1235,0.3716560142757998
2014_1163_1242,0.20518012735996197
2014_1163_1243,0.0013644627670047244
2014_1163_1246,0.24413422282267258
2014_1163_1257,0.9996893324982988
2014_1163_1264,0.18664707559819654
2014_1163_1269,0.03199512989970084
2014_1163_1272,0.016566112562201304
2014_1163_1273,0.16032556514540236
2014_1163_1276,0.4439670173777393
2014_1163_1277,0.6933792473824362
2014_1163_1291,1.9259693446215503e-06
2014_1163_1295,0.07772846250958283
2014_1163_1300,0.9459156955358388
2014_1163_1301,0.000697165918520287
2014_1163_1304,0.0003157417545433881
2014_1163_1307,0.7034437486909259
2014_1163_1308,0.3913654834140175
2014_1163_1314,0.049500367140109275
2014_1163_1326,0.4910165086925456
2014_1163_1328,0.02098691476052194
2014_1163_1329,0.046606400731007976
2014_1163_1332,0.05020336485875001
2014_1163_1338,0.5888291188028403
2014_1163_1344,0.008623908586509481
2014_1163_1361,0.9354847993192885
2014_1163_1372,0.993861998344104
2014_1163_1386,0.030579218478547207
2014_1163_1387,0.3319208462929341
2014_1163_1390,0.003520741963678922
2014_1163_1393,0.8730946016174691
2014_1163_1397,0.02348180859185865
2014_1163_1400,0.010475866621968252
2014_1163_1409,0.004369517257194796
2014_1163_1411,9.171382865711957e-05
2014_1163_1417,0.6612401410488746
2014_1163_1418,0.0007277632148746347
2014_1163_1433,0.5372176941986574
2014_1163_1437,0.9617114226514595
2014_1163_1438,0.9623667774169006
2014_1163_1444,0.0073002506418347385
2014_1163_1451,0.0002367200376314112
2014_1163_1454,0.000101417153203325
2014_1163_1455,0.9998869389842885
2014_1163_1458,0.6449905195569274
2014_1163_1459,0.00012615477120864177
2014_1163_1462,0.0030677359084772438
2014_1166_1173,0.005239052289892643
2014_1166_1174,0.006574104422947595
2014_1166_1181,0.440948350306248
2014_1166_1184,0.0021355111631275133
2014_1166_1196,0.9954236070355854
2014_1166_1203,0.016205373362207582
2014_1166_1211,0.6050706808798357
2014_1166_1217,0.546758281084441
2014_1166_1234,0.006948171890984767
2014_1166_1235,0.09398805389537636
2014_1166_1242,0.04331426095703663
2014_1166_1243,0.0002395772875713846
2014_1166_1246,0.05361039098642764
2014_1166_1257,0.9982312481903973
2014_1166_1264,0.038690164276735106
2014_1166_1269,0.0057635629552987505
2014_1166_1272,0.002945705176096486
2014_1166_1273,0.03240272363405799
2014_1166_1276,0.12283607883658344
2014_1166_1277,0.28398080668117054
2014_1166_1291,3.377886794012e-07
2014_1166_1295,0.014566116962742771
2014_1166_1300,0.7541451718163482
2014_1166_1301,0.00012234350638948153
2014_1166_1304,5.5391118955886244e-05
2014_1166_1307,0.2937967722177119
2014_1166_1308,0.10134744114776284
2014_1166_1314,0.009051128788983925
2014_1166_1326,0.14471064949366846
2014_1166_1328,0.0037456342734487223
2014_1166_1329,0.008500818112441856
2014_1166_1332,0.009185223018263492
2014_1166_1338,0.2007459544014686
2014_1166_1344,0.0015233463230493937
2014_1166_1361,0.7177642096291288
2014_1166_1372,0.9659845617148797
2014_1166_1386,0.005501904436373194
2014_1166_1387,0.0801525677004758
2014_1166_1390,0.0006192869492712084
2014_1166_1393,0.5468214729038471
2014_1166_1397,0.004199702125111923
2014_1166_1400,0.0018533308810431488
2014_1166_1409,0.0007691236222599398
2014_1166_1411,1.6086542128087215e-05
2014_1166_1417,0.25503429168210934
2014_1166_1418,0.00012771615623207
2014_1166_1433,0.1691562182724411
2014_1166_1437,0.814994686354415
2014_1166_1438,0.8176852108781156
2014_1166_1444,0.0012881163925457606
2014_1166_1451,4.152549666439572e-05
2014_1166_1454,1.7788640890346364e-05
2014_1166_1455,0.9993557016023884
2014_1166_1458,0.241646330005201
2014_1166_1459,2.2128088132265048e-05
2014_1166_1462,0.000539402588540888
2014_1173_1174,0.5568384286079635
2014_1173_1181,0.9933670309742425
2014_1173_1184,0.2889375600944575
2014_1173_1196,0.99997578754237
2014_1173_1203,0.7577324247314963
2014_1173_1211,0.9965742399523737
2014_1173_1217,0.9956531306408303
2014_1173_1234,0.5705407022238642
2014_1173_1235,0.95168430935918
2014_1173_1242,0.8957966155567475
2014_1173_1243,0.04352025819987938
2014_1173_1246,0.9149360143476238
2014_1173_1257,0.9999906681940405
2014_1173_1264,0.8842851350841994
2014_1173_1269,0.5239672727313972
2014_1173_1272,0.35937101038872593
2014_1173_1273,0.8641022483306506
2014_1173_1276,0.9637544070521655
2014_1173_1277,0.9868948923489783
2014_1173_1291,6.413326757248723e-05
2014_1173_1295,0.7372991637181624
2014_1173_1300,0.9982859922557619
2014_1173_1301,0.022705215321429002
2014_1173_1304,0.010408452302524903
2014_1173_1307,0.9874987554467222
2014_1173_1308,0.9553839631318796
2014_1173_1314,0.6342720814087125
2014_1173_1326,0.9698120134793635
2014_1173_1328,0.4165262850295146
2014_1173_1329,0.6194716119571332
2014_1173_1332,0.6377080497143419
